"1009503@aspc1602.onmicrosoft.com",,,"Prism"
"1011030@aspc1602.onmicrosoft.com",,,"Prodigy"
"1011153@aspc1602.onmicrosoft.com",,,"Proemial Gods"
"1011378@aspc1602.onmicrosoft.com",,,"Professor Monster"
"1009504@aspc1602.onmicrosoft.com",,,"Professor X"
"1010958@aspc1602.onmicrosoft.com",,,"Professor X (Ultimate)"
"1009505@aspc1602.onmicrosoft.com",,,"Proteus"
"1010960@aspc1602.onmicrosoft.com",,,"Proteus (House of M)"
"1010959@aspc1602.onmicrosoft.com",,,"Proteus (Ultimate)"
"1009506@aspc1602.onmicrosoft.com",,,"Proudstar"
"1009507@aspc1602.onmicrosoft.com",,,"Prowler"
"1010961@aspc1602.onmicrosoft.com",,,"Prowler (Rick Lawson)"
"1009511@aspc1602.onmicrosoft.com",,,"Psycho-Man"
"1009512@aspc1602.onmicrosoft.com",,,"Psylocke"
"1009510@aspc1602.onmicrosoft.com",,,"PsyNapse"
"1009513@aspc1602.onmicrosoft.com",,,"Puck"
"1010962@aspc1602.onmicrosoft.com",,,"Puck (Zuzha Yu)"
"1010865@aspc1602.onmicrosoft.com",,,"Puff Adder"
"1011165@aspc1602.onmicrosoft.com",,,"pug"
"1009514@aspc1602.onmicrosoft.com",,,"Puma"
"1009515@aspc1602.onmicrosoft.com",,,"Punisher"
"1009517@aspc1602.onmicrosoft.com",,,"Punisher (2099)"
"1017306@aspc1602.onmicrosoft.com",,,"Punisher (Marvel: Avengers Alliance)"
"1009519@aspc1602.onmicrosoft.com",,,"Puppet Master"
"1011207@aspc1602.onmicrosoft.com",,,"Purifiers"
"1009520@aspc1602.onmicrosoft.com",,,"Purple Man"
"1009522@aspc1602.onmicrosoft.com",,,"Pyro"
"1009523@aspc1602.onmicrosoft.com",,,"Quasar (Phyla-Vell)"
"1010778@aspc1602.onmicrosoft.com",,,"Quasar (Wendell Vaughn)"
"1010334@aspc1602.onmicrosoft.com",,,"Quasimodo"
"1011191@aspc1602.onmicrosoft.com",,,"Queen Noir"
"1009387@aspc1602.onmicrosoft.com",,,"Quentin Quire"
"1009524@aspc1602.onmicrosoft.com",,,"Quicksilver"
"1010964@aspc1602.onmicrosoft.com",,,"Quicksilver (Age of Apocalypse)"
"1010963@aspc1602.onmicrosoft.com",,,"Quicksilver (Ultimate)"
"1009430@aspc1602.onmicrosoft.com",,,"Rachel Grey"
"1011097@aspc1602.onmicrosoft.com",,,"Captain Marvel (Phyla-Vell)"
"1011355@aspc1602.onmicrosoft.com",,,"Captain Midlands"
"1009225@aspc1602.onmicrosoft.com",,,"Captain Stacy"
"1011027@aspc1602.onmicrosoft.com",,,"Captain Universe"
"1011052@aspc1602.onmicrosoft.com",,,"Cardiac"
"1010143@aspc1602.onmicrosoft.com",,,"Caretaker"
"1009226@aspc1602.onmicrosoft.com",,,"Cargill"
"1011258@aspc1602.onmicrosoft.com",,,"Carlie Cooper"
"1009688@aspc1602.onmicrosoft.com",,,"Carmella Unuscione"
"1009227@aspc1602.onmicrosoft.com",,,"Carnage"
"1010916@aspc1602.onmicrosoft.com",,,"Carnage (Ultimate)"
"1009261@aspc1602.onmicrosoft.com",,,"Carol Danvers"
"1009344@aspc1602.onmicrosoft.com",,,"Carol Hines"
"1009478@aspc1602.onmicrosoft.com",,,"Cassandra Nova"
"1009230@aspc1602.onmicrosoft.com",,,"Catseye"
"1009536@aspc1602.onmicrosoft.com",,,"Cecilia Reyes"
"1010813@aspc1602.onmicrosoft.com",,,"Celestials"
"1011039@aspc1602.onmicrosoft.com",,,"Centennial"
"1011140@aspc1602.onmicrosoft.com",,,"Centurions"
"1009231@aspc1602.onmicrosoft.com",,,"Cerebro"
"1011141@aspc1602.onmicrosoft.com",,,"Cerise"
"1009232@aspc1602.onmicrosoft.com",,,"Ch'od"
"1009233@aspc1602.onmicrosoft.com",,,"Chamber"
"1009234@aspc1602.onmicrosoft.com",,,"Chameleon"
"1010756@aspc1602.onmicrosoft.com",,,"Champions"
"1011015@aspc1602.onmicrosoft.com",,,"Changeling"
"1009733@aspc1602.onmicrosoft.com",,,"Charles Xavier"
"1011331@aspc1602.onmicrosoft.com",,,"Charlie Campion"
"1010754@aspc1602.onmicrosoft.com",,,"Chase Stein"
"1011359@aspc1602.onmicrosoft.com",,,"Chat"
"1009237@aspc1602.onmicrosoft.com",,,"Chimera"
"1011411@aspc1602.onmicrosoft.com",,,"Chores MacGillicudy"
"1011187@aspc1602.onmicrosoft.com",,,"Christian Walker"
"1009238@aspc1602.onmicrosoft.com",,,"Chronomancer"
"1011270@aspc1602.onmicrosoft.com",,,"ClanDestine"
"1009239@aspc1602.onmicrosoft.com",,,"Clea"
"1014999@aspc1602.onmicrosoft.com",,,"Clea (Ultimate)"
"1010809@aspc1602.onmicrosoft.com",,,"Clint Barton"
"1009241@aspc1602.onmicrosoft.com",,,"Cloak"
"1010823@aspc1602.onmicrosoft.com",,,"Cloud 9"
"1011286@aspc1602.onmicrosoft.com",,,"Cobalt Man"
"1010676@aspc1602.onmicrosoft.com",,,"Colleen Wing"
"1010798@aspc1602.onmicrosoft.com",,,"Colonel America"
"1009243@aspc1602.onmicrosoft.com",,,"Colossus"
"1010917@aspc1602.onmicrosoft.com",,,"Colossus (Ultimate)"
"1011410@aspc1602.onmicrosoft.com",,,"Confederates of the Curious"
"1009245@aspc1602.onmicrosoft.com",,,"Constrictor"
"1011407@aspc1602.onmicrosoft.com",,,"Contessa (Vera Vidal)"
"1010346@aspc1602.onmicrosoft.com",,,"Controller"
"1009246@aspc1602.onmicrosoft.com",,,"Cornelius"
"1009247@aspc1602.onmicrosoft.com",,,"Corsair"
"1011353@aspc1602.onmicrosoft.com",,,"Cosmo (dog)"
"1011362@aspc1602.onmicrosoft.com",,,"Cottonmouth"
"1009249@aspc1602.onmicrosoft.com",,,"Count Nefaria"
"1009250@aspc1602.onmicrosoft.com",,,"Countess"
"1011272@aspc1602.onmicrosoft.com",,,"Crimson Crusader"
