"1009446@aspc1602.onmicrosoft.com",,,"Mister Fear"
"1009447@aspc1602.onmicrosoft.com",,,"Mister Sinister"
"1017318@aspc1602.onmicrosoft.com",,,"Mister Sinister (Deadpool)"
"1010948@aspc1602.onmicrosoft.com",,,"Mister Sinister (House of M)"
"1011254@aspc1602.onmicrosoft.com",,,"Mister Sinister (Ultimate)"
"1010682@aspc1602.onmicrosoft.com",,,"Misty Knight"
"1011220@aspc1602.onmicrosoft.com",,,"Mockingbird"
"1009410@aspc1602.onmicrosoft.com",,,"Moira MacTaggert"
"1010941@aspc1602.onmicrosoft.com",,,"Moira MacTaggert (Ultimate)"
"1009448@aspc1602.onmicrosoft.com",,,"Mojo"
"1009449@aspc1602.onmicrosoft.com",,,"Mole Man"
"1011019@aspc1602.onmicrosoft.com",,,"Molecule Man"
"1010691@aspc1602.onmicrosoft.com",,,"Molly Hayes"
"1009541@aspc1602.onmicrosoft.com",,,"Molly Von Richtofen"
"1011370@aspc1602.onmicrosoft.com",,,"Molten Man"
"1010876@aspc1602.onmicrosoft.com",,,"Mongoose"
"1009450@aspc1602.onmicrosoft.com",,,"Mongu (Unrevealed)"
"1010331@aspc1602.onmicrosoft.com",,,"Monster Badoon"
"1009452@aspc1602.onmicrosoft.com",,,"Moon Knight"
"1010949@aspc1602.onmicrosoft.com",,,"Moon Knight (House of M)"
"1014998@aspc1602.onmicrosoft.com",,,"Moon Knight (Ultimate)"
"1009451@aspc1602.onmicrosoft.com",,,"Moondragon"
"1010362@aspc1602.onmicrosoft.com",,,"Moonstone"
"1009454@aspc1602.onmicrosoft.com",,,"Morbius"
"1010902@aspc1602.onmicrosoft.com",,,"Mordo"
"1009455@aspc1602.onmicrosoft.com",,,"Morg"
"1009623@aspc1602.onmicrosoft.com",,,"Morgan Stark"
"1011008@aspc1602.onmicrosoft.com",,,"Morlocks"
"1011088@aspc1602.onmicrosoft.com",,,"Morlun"
"1009456@aspc1602.onmicrosoft.com",,,"Morph"
"1009457@aspc1602.onmicrosoft.com",,,"Mother Askani"
"1009458@aspc1602.onmicrosoft.com",,,"Mr. Bumpo"
"1009459@aspc1602.onmicrosoft.com",,,"Mr. Fantastic"
"1010950@aspc1602.onmicrosoft.com",,,"Mr. Fantastic (Ultimate)"
