
"1014905@aspc1602.onmicrosoft.com",,,"Squadron Sinister"
"1010814@aspc1602.onmicrosoft.com",,,"Squadron Supreme (Earth-712)"
"1010860@aspc1602.onmicrosoft.com",,,"Squirrel Girl"
"1009618@aspc1602.onmicrosoft.com",,,"Stacy X"
"1015003@aspc1602.onmicrosoft.com",,,"Stacy X (Ultimate)"
"1011307@aspc1602.onmicrosoft.com",,,"Star Brand"
"1010733@aspc1602.onmicrosoft.com",,,"Star-Lord (Peter Quill)"
"1009621@aspc1602.onmicrosoft.com",,,"Starbolt"
"1010764@aspc1602.onmicrosoft.com",,,"Stardust"
"1011084@aspc1602.onmicrosoft.com",,,"Starfox"
"1011341@aspc1602.onmicrosoft.com",,,"Starhawk (Stakar Ogord)"
"1011078@aspc1602.onmicrosoft.com",,,"Starjammers"
"1009622@aspc1602.onmicrosoft.com",,,"Stark Industries"
"1010828@aspc1602.onmicrosoft.com",,,"Stature"
"1010889@aspc1602.onmicrosoft.com",,,"Steel Serpent (Davos)"
"1011159@aspc1602.onmicrosoft.com",,,"Stellaris"
"1009625@aspc1602.onmicrosoft.com",,,"Stepford Cuckoos"
"1009615@aspc1602.onmicrosoft.com",,,"Stephanie de la Spiroza"
"1010901@aspc1602.onmicrosoft.com",,,"Stephen Strange"
"1010326@aspc1602.onmicrosoft.com",,,"Steve Rogers"
"1009626@aspc1602.onmicrosoft.com",,,"Stick"
"1009627@aspc1602.onmicrosoft.com",,,"Stilt-Man (Wibur Day)"
"1009628@aspc1602.onmicrosoft.com",,,"Stingray (Walter Newell)"
"1010327@aspc1602.onmicrosoft.com",,,"Stone Men"
"1009629@aspc1602.onmicrosoft.com",,,"Storm"
"1010979@aspc1602.onmicrosoft.com",,,"Storm (Age of Apocalypse)"
"1017309@aspc1602.onmicrosoft.com",,,"Storm (Marvel Heroes)"
"1010978@aspc1602.onmicrosoft.com",,,"Storm (Ultimate)"
"1011062@aspc1602.onmicrosoft.com",,,"Stranger"
"1011051@aspc1602.onmicrosoft.com",,,"Strong Guy"
"1009632@aspc1602.onmicrosoft.com",,,"Stryfe"
"1011225@aspc1602.onmicrosoft.com",,,"Stryfe (Ultimate)"
"1010791@aspc1602.onmicrosoft.com",,,"Sub-Mariner"
"1009631@aspc1602.onmicrosoft.com",,,"Sue Storm"
"1011212@aspc1602.onmicrosoft.com",,,"Sugar Man"
"1009635@aspc1602.onmicrosoft.com",,,"Sumo"
"1009636@aspc1602.onmicrosoft.com",,,"Sunfire"
"1010981@aspc1602.onmicrosoft.com",,,"Sunfire (Age of Apocalypse)"
"1009637@aspc1602.onmicrosoft.com",,,"Sunset Bain"
"1009638@aspc1602.onmicrosoft.com",,,"Sunspot"
"1015280@aspc1602.onmicrosoft.com",,,"Super Hero Squad"
"1011022@aspc1602.onmicrosoft.com",,,"Super-Adaptoid"
"1009639@aspc1602.onmicrosoft.com",,,"Super-Skrull"
"1011232@aspc1602.onmicrosoft.com",,,"Supernaut"
"1011160@aspc1602.onmicrosoft.com",,,"Supreme Intelligence"
"1010695@aspc1602.onmicrosoft.com",,,"Surge"
"1011172@aspc1602.onmicrosoft.com",,,"Susan Delgado"
"1011075@aspc1602.onmicrosoft.com",,,"Swarm"
"1011017@aspc1602.onmicrosoft.com",,,"Sway"
"1009640@aspc1602.onmicrosoft.com",,,"Switch"
"1009641@aspc1602.onmicrosoft.com",,,"Swordsman"
"1010982@aspc1602.onmicrosoft.com",,,"Swordsman (Jaques Duquesne)"
"1009642@aspc1602.onmicrosoft.com",,,"Sym"
"1009643@aspc1602.onmicrosoft.com",,,"Synch"
"1009644@aspc1602.onmicrosoft.com",,,"T'Challa"
"1011042@aspc1602.onmicrosoft.com",,,"Tag"
"1009646@aspc1602.onmicrosoft.com",,,"Talisman (Elizabeth Twoyoungmen)"
"1010753@aspc1602.onmicrosoft.com",,,"Talkback (Chase Stein)"
"1011395@aspc1602.onmicrosoft.com",,,"Talon (Fraternity of Raptors)"
"1011161@aspc1602.onmicrosoft.com",,,"Talos"
"1011149@aspc1602.onmicrosoft.com",,,"Tana Nile"
"1010713@aspc1602.onmicrosoft.com",,,"Tarantula (Luis Alvarez)"
"1009647@aspc1602.onmicrosoft.com",,,"Tarot"
"1009648@aspc1602.onmicrosoft.com",,,"Taskmaster"
"1011115@aspc1602.onmicrosoft.com",,,"Tattoo"
"1011000@aspc1602.onmicrosoft.com",,,"Ted Forrester"
"1009650@aspc1602.onmicrosoft.com",,,"Tempest"
"1011162@aspc1602.onmicrosoft.com",,,"Tenebrous"
"1009651@aspc1602.onmicrosoft.com",,,"Terrax"
"1011034@aspc1602.onmicrosoft.com",,,"Terror"
"1010819@aspc1602.onmicrosoft.com",,,"Texas Twister"
"1011003@aspc1602.onmicrosoft.com",,,"Thaddeus Ross"
"1009652@aspc1602.onmicrosoft.com",,,"Thanos"
"1015004@aspc1602.onmicrosoft.com",,,"Thanos (Ultimate)"
"1011083@aspc1602.onmicrosoft.com",,,"The 198"
"1009653@aspc1602.onmicrosoft.com",,,"The Anarchist"
"1009654@aspc1602.onmicrosoft.com",,,"The Call"
"1010714@aspc1602.onmicrosoft.com",,,"The Captain"
"1011294@aspc1602.onmicrosoft.com",,,"The Enforcers"
"1010728@aspc1602.onmicrosoft.com",,,"The Executioner"
"1009655@aspc1602.onmicrosoft.com",,,"The Fallen"
"1011219@aspc1602.onmicrosoft.com",,,"The Fury"
"1010359@aspc1602.onmicrosoft.com",,,"The Hand"
"1010715@aspc1602.onmicrosoft.com",,,"The Hood"
"1011295@aspc1602.onmicrosoft.com",,,"The Howling Commandos"
"1014986@aspc1602.onmicrosoft.com",,,"The Hunter"
"1010998@aspc1602.onmicrosoft.com",,,"The Initiative"
"1017103@aspc1602.onmicrosoft.com",,,"The Leader (HAS)"
"1011216@aspc1602.onmicrosoft.com",,,"The Liberteens"
"1011215@aspc1602.onmicrosoft.com",,,"The Liberty Legion"
"1011018@aspc1602.onmicrosoft.com",,,"The Order"
"1009656@aspc1602.onmicrosoft.com",,,"The Phantom"
"1009657@aspc1602.onmicrosoft.com",,,"The Professor"
"1011211@aspc1602.onmicrosoft.com",,,"The Renegades"
"1011110@aspc1602.onmicrosoft.com",,,"The Santerians"
"1009658@aspc1602.onmicrosoft.com",,,"The Shiver Man"
"1009659@aspc1602.onmicrosoft.com",,,"The Spike"
"1009660@aspc1602.onmicrosoft.com",,,"The Stranger"
"1011112@aspc1602.onmicrosoft.com",,,"The Twelve"
"1009661@aspc1602.onmicrosoft.com",,,"The Watchers"
"1011267@aspc1602.onmicrosoft.com",,,"Wallop"
"1009700@aspc1602.onmicrosoft.com",,,"Wallow"
"1009701@aspc1602.onmicrosoft.com",,,"War (Abraham Kieros)"
"1017322@aspc1602.onmicrosoft.com",,,"War Machine (Iron Man 3 - The Official Game)"
"1017304@aspc1602.onmicrosoft.com",,,"War Machine (Marvel: Avengers Alliance)"
"1010991@aspc1602.onmicrosoft.com",,,"War Machine (Parnell Jacobs)"
"1011226@aspc1602.onmicrosoft.com",,,"War Machine (Ultimate)"
"1009703@aspc1602.onmicrosoft.com",,,"Warbird"
"1011121@aspc1602.onmicrosoft.com",,,"Warbound"
"1010372@aspc1602.onmicrosoft.com",,,"Warhawk (Mitchell Tanner)"
"1009704@aspc1602.onmicrosoft.com",,,"Warlock (Janie Chin)"
"1011287@aspc1602.onmicrosoft.com",,,"Warlock (Technarchy)"
"1009705@aspc1602.onmicrosoft.com",,,"Warpath"
"1010668@aspc1602.onmicrosoft.com",,,"Warren Worthington III"
"1009706@aspc1602.onmicrosoft.com",,,"Warstar"
"1009707@aspc1602.onmicrosoft.com",,,"Wasp"
"1010992@aspc1602.onmicrosoft.com",,,"Wasp (Ultimate)"
"1011133@aspc1602.onmicrosoft.com",,,"Weapon Omega"
"1009709@aspc1602.onmicrosoft.com",,,"Weapon X"
"1011402@aspc1602.onmicrosoft.com",,,"Wendell Rand"
"1010742@aspc1602.onmicrosoft.com",,,"Wendell Vaughn"
"1009710@aspc1602.onmicrosoft.com",,,"Wendigo"
"1010765@aspc1602.onmicrosoft.com",,,"Werewolf By Night"
"1009711@aspc1602.onmicrosoft.com",,,"Whiplash (Mark Scarlotti)"
"1010348@aspc1602.onmicrosoft.com",,,"Whirlwind"
"1010342@aspc1602.onmicrosoft.com",,,"Whistler"
"1009712@aspc1602.onmicrosoft.com",,,"White Queen (Adrienne Frost)"
"1010853@aspc1602.onmicrosoft.com",,,"White Tiger (Angela Del Toro)"
"1016838@aspc1602.onmicrosoft.com",,,"White Tiger (USM)"
"1011425@aspc1602.onmicrosoft.com",,,"Whizzer (Stanley Stewart)"
"1009714@aspc1602.onmicrosoft.com",,,"Wiccan"
"1009715@aspc1602.onmicrosoft.com",,,"Wild Child"
"1010994@aspc1602.onmicrosoft.com",,,"Wild Child (Age of Apocalypse)"
"1011067@aspc1602.onmicrosoft.com",,,"Wild Pack"
"1009716@aspc1602.onmicrosoft.com",,,"Wildside"
"1009633@aspc1602.onmicrosoft.com",,,"William Stryker"
"1010680@aspc1602.onmicrosoft.com",,,"Wilson Fisk"
