"1011275@aspc1602.onmicrosoft.com",,,"Argent"
"1011012@aspc1602.onmicrosoft.com",,,"Armadillo"
"1011298@aspc1602.onmicrosoft.com",,,"Armor (Hisako Ichiki)"
"1010827@aspc1602.onmicrosoft.com",,,"Armory"
"1009740@aspc1602.onmicrosoft.com",,,"Arnim Zola"
"1010748@aspc1602.onmicrosoft.com",,,"Arsenic"
"1009161@aspc1602.onmicrosoft.com",,,"Artiee"
"1010718@aspc1602.onmicrosoft.com",,,"Asgardian"
"1009162@aspc1602.onmicrosoft.com",,,"Askew-Tronics"
"1010835@aspc1602.onmicrosoft.com",,,"Asylum"
"1010336@aspc1602.onmicrosoft.com",,,"Atlas (Team)"
"1009163@aspc1602.onmicrosoft.com",,,"Aurora"
"1009164@aspc1602.onmicrosoft.com",,,"Avalanche"
"1009165@aspc1602.onmicrosoft.com",,,"Avengers"
"1015239@aspc1602.onmicrosoft.com",,,"Avengers (Ultimate)"
"1011766@aspc1602.onmicrosoft.com",,,"Azazel (Mutant)"
"1009168@aspc1602.onmicrosoft.com",,,"Banshee"
"1009596@aspc1602.onmicrosoft.com",,,"Banshee (Theresa Rourke)"
"1009169@aspc1602.onmicrosoft.com",,,"Baron Strucker"
"1009170@aspc1602.onmicrosoft.com",,,"Baron Zemo (Heinrich Zemo)"
"1010906@aspc1602.onmicrosoft.com",,,"Baron Zemo (Helmut Zemo)"
"1011137@aspc1602.onmicrosoft.com",,,"Baroness S'Bak"
"1011354@aspc1602.onmicrosoft.com",,,"Barracuda"
"1009550@aspc1602.onmicrosoft.com",,,"Bart Rozum"
"1009171@aspc1602.onmicrosoft.com",,,"Bastion"
"1009172@aspc1602.onmicrosoft.com",,,"Batroc the Leaper"
"1009173@aspc1602.onmicrosoft.com",,,"Battering Ram"
"1009174@aspc1602.onmicrosoft.com",,,"Beak"
"1009175@aspc1602.onmicrosoft.com",,,"Beast"
"1010909@aspc1602.onmicrosoft.com",,,"Beast (Earth-311)"
"1010908@aspc1602.onmicrosoft.com",,,"Beast (Ultimate)"
"1009176@aspc1602.onmicrosoft.com",,,"Becatron"
"1009177@aspc1602.onmicrosoft.com",,,"Bedlam"
"1009178@aspc1602.onmicrosoft.com",,,"Beef"
"1009179@aspc1602.onmicrosoft.com",,,"Beetle (Abner Jenkins)"
"1009329@aspc1602.onmicrosoft.com",,,"Ben Grimm"
"1010946@aspc1602.onmicrosoft.com",,,"Jean Grey (Ultimate)"
"1009604@aspc1602.onmicrosoft.com",,,"Jennifer Smith"
"1011404@aspc1602.onmicrosoft.com",,,"Jeryn Hogarth"
"1010667@aspc1602.onmicrosoft.com",,,"Jessica Drew"
"1009378@aspc1602.onmicrosoft.com",,,"Jessica Jones"
"1009373@aspc1602.onmicrosoft.com",,,"Jetstream"
"1009374@aspc1602.onmicrosoft.com",,,"Jigsaw"
"1011105@aspc1602.onmicrosoft.com",,,"Jimmy Woo"
"1009375@aspc1602.onmicrosoft.com",,,"Joan the Mouse"
"1009376@aspc1602.onmicrosoft.com",,,"Jocasta"
"1011171@aspc1602.onmicrosoft.com",,,"John Farson"
"1010812@aspc1602.onmicrosoft.com",,,"John Jameson"
"1009500@aspc1602.onmicrosoft.com",,,"John Porter"
"1009721@aspc1602.onmicrosoft.com",,,"John Wraith"
"1009196@aspc1602.onmicrosoft.com",,,"Johnny Blaze"
"1009630@aspc1602.onmicrosoft.com",,,"Johnny Storm"
"1009380@aspc1602.onmicrosoft.com",,,"Joseph"
"1010938@aspc1602.onmicrosoft.com",,,"Joshua Kane"
"1010937@aspc1602.onmicrosoft.com",,,"Josiah X"
"1011033@aspc1602.onmicrosoft.com",,,"Joystick"
"1009381@aspc1602.onmicrosoft.com",,,"Jubilee"
"1010936@aspc1602.onmicrosoft.com",,,"Jubilee (Age of Apocalypse)"
"1009382@aspc1602.onmicrosoft.com",,,"Juggernaut"
"1010772@aspc1602.onmicrosoft.com",,,"Jule Carpenter"
"1010679@aspc1602.onmicrosoft.com",,,"Julian Keller"
"1011314@aspc1602.onmicrosoft.com",,,"Junta"
"1010760@aspc1602.onmicrosoft.com",,,"Justice"
"1011310@aspc1602.onmicrosoft.com",,,"Justin Hammer"
"1011081@aspc1602.onmicrosoft.com",,,"Ka-Zar"
"1011193@aspc1602.onmicrosoft.com",,,"Kabuki"
"1009384@aspc1602.onmicrosoft.com",,,"Kang"
"1014983@aspc1602.onmicrosoft.com",,,"Karen O'Malley"
"1011357@aspc1602.onmicrosoft.com",,,"Karen Page"
"1011386@aspc1602.onmicrosoft.com",,,"Karma"
"1009385@aspc1602.onmicrosoft.com",,,"Karnak"
"1010752@aspc1602.onmicrosoft.com",,,"Karolina Dean "
"1010783@aspc1602.onmicrosoft.com",,,"Kat Farrell"
"1010810@aspc1602.onmicrosoft.com",,,"Kate Bishop"
"1011250@aspc1602.onmicrosoft.com",,,"Katie Power"
"1011319@aspc1602.onmicrosoft.com",,,"Ken Ellis"
"1009386@aspc1602.onmicrosoft.com",,,"Khan"
"1010893@aspc1602.onmicrosoft.com",,,"Kid Colt"
"1011397@aspc1602.onmicrosoft.com",,,"Killer Shrike"
"1011289@aspc1602.onmicrosoft.com",,,"Killmonger"
"1011116@aspc1602.onmicrosoft.com",,,"Killraven"
"1009388@aspc1602.onmicrosoft.com",,,"King Bedlam"
"1010842@aspc1602.onmicrosoft.com",,,"King Cobra"
"1009389@aspc1602.onmicrosoft.com",,,"Kingpin"
"1011308@aspc1602.onmicrosoft.com",,,"Kinsey Walden"
"1009508@aspc1602.onmicrosoft.com",,,"Kitty Pryde"
"1017476@aspc1602.onmicrosoft.com",,,"Kitty Pryde (X-Men: Battle of the Atom)"
"1009390@aspc1602.onmicrosoft.com",,,"Klaw"
"1010818@aspc1602.onmicrosoft.com",,,"Komodo (Melati Kusuma)"
"1011147@aspc1602.onmicrosoft.com",,,"Korath"
"1011080@aspc1602.onmicrosoft.com",,,"Korg"
"1011312@aspc1602.onmicrosoft.com",,,"Korvac"
"1009391@aspc1602.onmicrosoft.com",,,"Kraven the Hunter"
"1011148@aspc1602.onmicrosoft.com",,,"Kree"
"1015017@aspc1602.onmicrosoft.com",,,"Krista Starr"
"1011178@aspc1602.onmicrosoft.com",,,"Kronos"
"1011029@aspc1602.onmicrosoft.com",,,"Kulan Gath"
"1011058@aspc1602.onmicrosoft.com",,,"Kylun"
"1009392@aspc1602.onmicrosoft.com",,,"La Nuit"
"1011327@aspc1602.onmicrosoft.com",,,"Lady Bullseye"
"1009393@aspc1602.onmicrosoft.com",,,"Lady Deathstrike"
"1011014@aspc1602.onmicrosoft.com",,,"Lady Mastermind"
"1014977@aspc1602.onmicrosoft.com",,,"Lady Ursula"
"1014976@aspc1602.onmicrosoft.com",,,"Lady Vermin"
"1009394@aspc1602.onmicrosoft.com",,,"Lake"
"1009395@aspc1602.onmicrosoft.com",,,"Landau"
"1009397@aspc1602.onmicrosoft.com",,,"Lava-Man"
"1011100@aspc1602.onmicrosoft.com",,,"Layla Miller"
"1009398@aspc1602.onmicrosoft.com",,,"Leader"
"1011092@aspc1602.onmicrosoft.com",,,"Leech"
"1009399@aspc1602.onmicrosoft.com",,,"Legion"
"1011403@aspc1602.onmicrosoft.com",,,"Lei Kung, The Thunderer"
"1009166@aspc1602.onmicrosoft.com",,,"Lenny Balinger"
"1011186@aspc1602.onmicrosoft.com",,,"Leo (Zodiac)"
"1010340@aspc1602.onmicrosoft.com",,,"Leopardon"
"1011375@aspc1602.onmicrosoft.com",,,"Leper Queen"
"1014988@aspc1602.onmicrosoft.com",,,"Lester"
"1011421@aspc1602.onmicrosoft.com",,,"Lethal Legion"
"1010977@aspc1602.onmicrosoft.com",,,"Lieutenant Marcus Stone"
"1009401@aspc1602.onmicrosoft.com",,,"Lifeguard"
"1011408@aspc1602.onmicrosoft.com",,,"Lightning Lords of Nepal"
"1010450@aspc1602.onmicrosoft.com",,,"Lightspeed"
"1009236@aspc1602.onmicrosoft.com",,,"Lila Cheney"
"1009402@aspc1602.onmicrosoft.com",,,"Lilandra"
"1011074@aspc1602.onmicrosoft.com",,,"Lilith"
"1011257@aspc1602.onmicrosoft.com",,,"Lily Hollister"
"1010337@aspc1602.onmicrosoft.com",,,"Lionheart"
"1010854@aspc1602.onmicrosoft.com",,,"Living Lightning"
"1011036@aspc1602.onmicrosoft.com",,,"Living Mummy"
"1011059@aspc1602.onmicrosoft.com",,,"Living Tribunal"
"1009403@aspc1602.onmicrosoft.com",,,"Liz Osborn"
"1009404@aspc1602.onmicrosoft.com",,,"Lizard"
"1010939@aspc1602.onmicrosoft.com",,,"Lizard (Ultimate)"
"1011414@aspc1602.onmicrosoft.com",,,"Loa"
"1009405@aspc1602.onmicrosoft.com",,,"Lockheed"
"1009406@aspc1602.onmicrosoft.com",,,"Lockjaw"
"1009305@aspc1602.onmicrosoft.com",,,"Firelord"
"1009306@aspc1602.onmicrosoft.com",,,"Firestar"
"1011222@aspc1602.onmicrosoft.com",,,"Firestar (Ultimate)"
"1010880@aspc1602.onmicrosoft.com",,,"Fixer (Paul Norbert Ebersol)"
"1010863@aspc1602.onmicrosoft.com",,,"Flatman"
"1010333@aspc1602.onmicrosoft.com",,,"Flying Dutchman"
"1009470@aspc1602.onmicrosoft.com",,,"Foggy Nelson"
"1009307@aspc1602.onmicrosoft.com",,,"Force Works"
"1009308@aspc1602.onmicrosoft.com",,,"Forearm"
"1009309@aspc1602.onmicrosoft.com",,,"Forge"
"1014993@aspc1602.onmicrosoft.com",,,"Forge (Ultimate)"
"1011177@aspc1602.onmicrosoft.com",,,"Forgotten One"
"1009229@aspc1602.onmicrosoft.com",,,"Frank Castle"
"1011356@aspc1602.onmicrosoft.com",,,"Frankenstein's Monster"
"1009539@aspc1602.onmicrosoft.com",,,"Franklin Richards"
"1010980@aspc1602.onmicrosoft.com",,,"Franklin Storm"
"1011240@aspc1602.onmicrosoft.com",,,"Freak"
"1010799@aspc1602.onmicrosoft.com",,,"Frightful Four"
"1011389@aspc1602.onmicrosoft.com",,,"Frog Thor"
"1010670@aspc1602.onmicrosoft.com",,,"Frog-Man"
"1009377@aspc1602.onmicrosoft.com",,,"Gabe Jones"
"1009312@aspc1602.onmicrosoft.com",,,"Galactus"
"1011384@aspc1602.onmicrosoft.com",,,"Galia"
"1009313@aspc1602.onmicrosoft.com",,,"Gambit"
"1011201@aspc1602.onmicrosoft.com",,,"Gamma Corps"
"1010763@aspc1602.onmicrosoft.com",,,"Gamora"
"1017324@aspc1602.onmicrosoft.com",,,"Gamora (Marvel War of Heroes)"
"1010832@aspc1602.onmicrosoft.com",,,"Gargoyle"
"1012513@aspc1602.onmicrosoft.com",,,"Gargoyle (Yuri Topolov)"
"1011380@aspc1602.onmicrosoft.com",,,"Garia"
"1009383@aspc1602.onmicrosoft.com",,,"Garrison Kane"
"1009315@aspc1602.onmicrosoft.com",,,"Gateway"
"1009316@aspc1602.onmicrosoft.com",,,"Gauntlet (Joseph Green)"
"1011248@aspc1602.onmicrosoft.com",,,"Geiger"
"1009556@aspc1602.onmicrosoft.com",,,"Gene Sailors"
"1011285@aspc1602.onmicrosoft.com",,,"Generation X"
"1009317@aspc1602.onmicrosoft.com",,,"Genesis"
"1011098@aspc1602.onmicrosoft.com",,,"Genis-Vell"
"1014974@aspc1602.onmicrosoft.com",,,"George Stacy (Ultimate)"
"1010749@aspc1602.onmicrosoft.com",,,"Gertrude Yorkes"
"1010925@aspc1602.onmicrosoft.com",,,"Ghost Rider (Daniel Ketch)"
"1009318@aspc1602.onmicrosoft.com",,,"Ghost Rider (Johnny Blaze)"
"1017329@aspc1602.onmicrosoft.com",,,"Ghost Rider (Marvel War of Heroes)"
"1011221@aspc1602.onmicrosoft.com",,,"Giant Girl"
"1009320@aspc1602.onmicrosoft.com",,,"Giant Man"
"1010720@aspc1602.onmicrosoft.com",,,"Giant-dok"
"1010926@aspc1602.onmicrosoft.com",,,"Giant-Man (Ultimate)"
"1011055@aspc1602.onmicrosoft.com",,,"Gideon"
"1014982@aspc1602.onmicrosoft.com",,,"Git Hoskins"
"1009321@aspc1602.onmicrosoft.com",,,"Gladiator (Kallark)"
"1011256@aspc1602.onmicrosoft.com",,,"Gladiator (Melvin Potter)"
"1009645@aspc1602.onmicrosoft.com",,,"Glenn Talbot"
"1011144@aspc1602.onmicrosoft.com",,,"Glorian"
"1009322@aspc1602.onmicrosoft.com",,,"Goblin Queen"
"1011374@aspc1602.onmicrosoft.com",,,"Golden Guardian"
"1010927@aspc1602.onmicrosoft.com",,,"Goliath (Bill Foster)"
"1009324@aspc1602.onmicrosoft.com",,,"Gorgon"
"1010731@aspc1602.onmicrosoft.com",,,"Gorilla Man"
"1011076@aspc1602.onmicrosoft.com",,,"Grandmaster"
"1010702@aspc1602.onmicrosoft.com",,,"Gravity"
"1011041@aspc1602.onmicrosoft.com",,,"Great Lakes Avengers"
"1014985@aspc1602.onmicrosoft.com",,,"Green Goblin (Barry Norman Osborn)"
"1010928@aspc1602.onmicrosoft.com",,,"Green Goblin (Harry Osborn)"
"1010929@aspc1602.onmicrosoft.com",,,"Green Goblin (Ultimate)"
"1009326@aspc1602.onmicrosoft.com",,,"Gressill"
"1011420@aspc1602.onmicrosoft.com",,,"Grey Gargoyle"
"1011292@aspc1602.onmicrosoft.com",,,"Greymalkin"
"1009328@aspc1602.onmicrosoft.com",,,"Grim Reaper"
"1010743@aspc1602.onmicrosoft.com",,,"Groot"
"1009330@aspc1602.onmicrosoft.com",,,"Guardian"
"1011299@aspc1602.onmicrosoft.com",,,"Guardians of the Galaxy"
"1009331@aspc1602.onmicrosoft.com",,,"Guardsmen"
"1010709@aspc1602.onmicrosoft.com",,,"Gunslinger"
"1009207@aspc1602.onmicrosoft.com",,,"GW Bridge"
"1009619@aspc1602.onmicrosoft.com",,,"Gwen Stacy"
"1014994@aspc1602.onmicrosoft.com",,,"Gwen Stacy (Ultimate)"
"1011400@aspc1602.onmicrosoft.com",,,"H.A.M.M.E.R."
"1009332@aspc1602.onmicrosoft.com",,,"H.E.R.B.I.E."
"1011391@aspc1602.onmicrosoft.com",,,"Hairball"
"1009333@aspc1602.onmicrosoft.com",,,"Half-Life (Tony Masterson)"
"1009334@aspc1602.onmicrosoft.com",,,"Hammerhead"
"1014995@aspc1602.onmicrosoft.com",,,"Hammerhead (Ultimate)"
"1011490@aspc1602.onmicrosoft.com",,,"Hank Pym"
"1011091@aspc1602.onmicrosoft.com",,,"Hannibal King"
"1009348@aspc1602.onmicrosoft.com",,,"Happy Hogan"
"1010821@aspc1602.onmicrosoft.com",,,"Hardball"
"1011185@aspc1602.onmicrosoft.com",,,"Harley Davidson Cooper"
"1009336@aspc1602.onmicrosoft.com",,,"Harpoon"
"1011069@aspc1602.onmicrosoft.com",,,"Harrier"
"1009339@aspc1602.onmicrosoft.com",,,"Harry Heck"
"1009486@aspc1602.onmicrosoft.com",,,"Harry Osborn"
"1011218@aspc1602.onmicrosoft.com",,,"Harry Osborn (Ultimate)"
"1010816@aspc1602.onmicrosoft.com",,,"Hate-Monger (Adolf Hitler)"
"1009337@aspc1602.onmicrosoft.com",,,"Havok"
"1009338@aspc1602.onmicrosoft.com",,,"Hawkeye"
"1010808@aspc1602.onmicrosoft.com",,,"Hawkeye (Kate Bishop)"
"1017311@aspc1602.onmicrosoft.com",,,"Hawkeye (Marvel Heroes)"
"1011131@aspc1602.onmicrosoft.com",,,"Hawkeye (Ultimate)"
"1017108@aspc1602.onmicrosoft.com",,,"Hawkeye/Clint Barton (MAA)"
"1011046@aspc1602.onmicrosoft.com",,,"Hedge Knight"
"1017474@aspc1602.onmicrosoft.com",,,"Deadpool (X-Men: Battle of the Atom)"
"1009269@aspc1602.onmicrosoft.com",,,"Death"
"1009270@aspc1602.onmicrosoft.com",,,"Deathbird"
"1011037@aspc1602.onmicrosoft.com",,,"Deathcry"
"1010890@aspc1602.onmicrosoft.com",,,"Deathlok"
"1014997@aspc1602.onmicrosoft.com",,,"Deathstrike (Ultimate)"
"1009713@aspc1602.onmicrosoft.com",,,"Debra Whitman"
"1010717@aspc1602.onmicrosoft.com",,,"Debrii"
"1011188@aspc1602.onmicrosoft.com",,,"Deena Pilgrim"
"1011023@aspc1602.onmicrosoft.com",,,"Defenders"
"1011071@aspc1602.onmicrosoft.com",,,"Demogoblin"
"1009271@aspc1602.onmicrosoft.com",,,"Destiny"
"1009272@aspc1602.onmicrosoft.com",,,"Detective Soap"
"1011107@aspc1602.onmicrosoft.com",,,"Deviants"
