"1010934@aspc1602.onmicrosoft.com",,,"Invisible Woman (Ultimate)"
"1011379@aspc1602.onmicrosoft.com",,,"Iron Cross Army"
"1011318@aspc1602.onmicrosoft.com",,,"Iron Fist (Bei Bang-Wen)"
"1009367@aspc1602.onmicrosoft.com",,,"Iron Fist (Danny Rand)"
"1010888@aspc1602.onmicrosoft.com",,,"Iron Fist (Orson Randall)"
"1011413@aspc1602.onmicrosoft.com",,,"Iron Fist (Quan Yaozu)"
"1016839@aspc1602.onmicrosoft.com",,,"Iron Fist (USM)"
"1011412@aspc1602.onmicrosoft.com",,,"Iron Fist (Wu Ao-Shi)"
"1010704@aspc1602.onmicrosoft.com",,,"Iron Lad"
"1009368@aspc1602.onmicrosoft.com",,,"Iron Man"
"1017320@aspc1602.onmicrosoft.com",,,"Iron Man (Iron Man 3 - The Official Game)"
"1017294@aspc1602.onmicrosoft.com",,,"Iron Man (LEGO Marvel Super Heroes)"
"1017310@aspc1602.onmicrosoft.com",,,"Iron Man (Marvel Heroes)"
"1017326@aspc1602.onmicrosoft.com",,,"Iron Man (Marvel War of Heroes)"
"1010935@aspc1602.onmicrosoft.com",,,"Iron Man (Ultimate)"
"1017104@aspc1602.onmicrosoft.com",,,"Iron Man/Tony Stark (MAA)"
"1009371@aspc1602.onmicrosoft.com",,,"Iron Monger"
"1009487@aspc1602.onmicrosoft.com",,,"Iron Patriot"
"1009538@aspc1602.onmicrosoft.com",,,"Iron Patriot (James Rhodes)"
"1010844@aspc1602.onmicrosoft.com",,,"Ironclad"
"1009372@aspc1602.onmicrosoft.com",,,"J. Jonah Jameson"
"1010736@aspc1602.onmicrosoft.com",,,"Jack Flag"
"1010786@aspc1602.onmicrosoft.com",,,"Jack Murdock"
"1010766@aspc1602.onmicrosoft.com",,,"Jack O' Lantern"
"1011251@aspc1602.onmicrosoft.com",,,"Jack Power"
"1011288@aspc1602.onmicrosoft.com",,,"Jackal"
"1011259@aspc1602.onmicrosoft.com",,,"Jackpot"
"1010775@aspc1602.onmicrosoft.com",,,"James Buchanan Barnes"
"1010777@aspc1602.onmicrosoft.com",,,"James Howlett"
"1011343@aspc1602.onmicrosoft.com",,,"Jamie Braddock"
"1010329@aspc1602.onmicrosoft.com",,,"Jane Foster"
"1010878@aspc1602.onmicrosoft.com",,,"Janus, the Nega-Man"
"1009597@aspc1602.onmicrosoft.com",,,"Jasper Sitwell"
"1011344@aspc1602.onmicrosoft.com",,,"Jazinda"
"1009327@aspc1602.onmicrosoft.com",,,"Jean Grey"
"1009496@aspc1602.onmicrosoft.com",,,"Jean Grey"
"1011181@aspc1602.onmicrosoft.com",,,"Thena"
"1009662@aspc1602.onmicrosoft.com",,,"Thing"
"1017313@aspc1602.onmicrosoft.com",,,"Thing (Marvel Heroes)"
"1010983@aspc1602.onmicrosoft.com",,,"Thing (Ultimate)"
"1009664@aspc1602.onmicrosoft.com",,,"Thor"
"1017576@aspc1602.onmicrosoft.com",,,"Thor (Goddess of Thunder)"
"1017106@aspc1602.onmicrosoft.com",,,"Thor (MAA)"
"1017315@aspc1602.onmicrosoft.com",,,"Thor (Marvel Heroes)"
"1017328@aspc1602.onmicrosoft.com",,,"Thor (Marvel War of Heroes)"
